Pattern,Complexity
000000,0.0
111111,0.0
111000,4.584962500721156
111100,4.811529169310906
110000,5.478195835977573
101010,6.0
111110,6.413328177591582
110110,8.063158336698729
100100,8.618170836458344
101000,10.449875002403854
100010,10.811529169310905
101110,10.811529169310905
111010,10.811529169310905
100110,11.811529169310905
110010,11.811529169310905
110011,11.818045838862197
101100,12.116541669070521
110100,12.116541669070521
100011,12.258145836939114
110001,12.4531333371795
100111,12.484712505528865
101111,12.558190680235821
100001,12.67970000576925
111001,12.67970000576925
111101,12.753178180476208
110111,13.224857346902489
111011,13.224857346902489
101011,13.352126170925015
101101,20.15603617265579
110101,20.15603617265579
100101,20.904407005267966
101001,20.904407005267966
000111,25.489369505989124
000011,25.71593617457887
001111,26.38260284124554
011111,26.4560810159525
100000,26.4560810159525
010101,26.904407005267966
000001,27.31773518285955
001001,28.967565341966697
011011,29.52257784172631
010111,31.35428200767182
000101,31.71593617457887
010001,31.71593617457887
011101,31.71593617457887
001101,32.71593617457887
011001,32.71593617457887
001100,32.72245284413016
001011,33.020948674338484
010011,33.020948674338484
011100,33.16255284220708
001110,33.357540342447464
011000,33.38911951079683
010000,33.46259768550379
000110,33.58410701103722
011110,33.58410701103722
000010,33.657585185744175
000100,34.12926435217045
001000,34.12926435217045
010100,34.25653317619298
001010,41.06044317792376
010010,41.06044317792376
010110,41.80881401053593
011010,41.80881401053593
