Pattern,Complexity
000000000000,0.0
111111111111,0.0
111111000000,3.792481250360578
111111100000,4.158506810010756
111110000000,4.426780222416891
111111110000,4.695630366748345
111100000000,4.972322032934241
111111111000,5.122556248918266
111111111100,5.4007969281925465
111000000000,5.415037499278844
110000000000,5.7341302615258805
101010101010,6.0
111111111110,6.262709454734787
111000111000,7.473308333814104
110011001100,7.539997422129125
110110110110,8.063158336698729
111100111100,8.159022919431099
100100100100,8.36967448142028
111011101110,8.372556248918265
111110111110,8.413328177591582
100010001000,8.72167916642628
110000110000,8.825689586097766
100000100000,8.899167760804723
100000111110,10.446616667628208
111110000010,10.446616667628208
101111100000,10.682456250841348
110000111100,10.682456250841348
110011110000,10.682456250841348
111000011100,10.682456250841348
111001110000,10.682456250841348
111011100000,10.682456250841348
111100001100,10.682456250841348
111100110000,10.682456250841348
111110100000,10.682456250841348
101111110000,10.728941412565014
110011111000,10.728941412565014
111000111100,10.728941412565014
111100011100,10.728941412565014
111110011000,10.728941412565014
111111010000,10.728941412565014
111000001110,10.779950000961541
100001111110,10.826435162685206
111000011110,10.826435162685206
111100001110,10.826435162685206
111111000010,10.826435162685206
101111111000,10.909022919431099
111101111000,10.909022919431099
111111101000,10.909022919431099
100011111110,11.006516669551292
111000111110,11.006516669551292
111100011110,11.006516669551292
111110001110,11.006516669551292
111111100010,11.006516669551292
100001111100,11.015789584174682
100111110000,11.015789584174682
110111100000,11.015789584174682
111101100000,11.015789584174682
111110000100,11.015789584174682
111110010000,11.015789584174682
100011111100,11.062274745898346
100111111000,11.062274745898346
110001111100,11.062274745898346
110111110000,11.062274745898346
111001111000,11.062274745898346
111011110000,11.062274745898346
111100111000,11.062274745898346
111101110000,11.062274745898346
111110001100,11.062274745898346
111110110000,11.062274745898346
111111000100,11.062274745898346
111111001000,11.062274745898346
110000011110,11.113283334294874
111100000110,11.113283334294874
110011000000,11.116541669070521
101111111100,11.11804744094224
111111110100,11.11804744094224
110011111100,11.159022919431099
111111001100,11.159022919431099
110000111110,11.15976849601854
111110000110,11.15976849601854
100001111000,11.1695841108608
101111000000,11.1695841108608
110001110000,11.1695841108608
110011100000,11.1695841108608
111000110000,11.1695841108608
111001100000,11.1695841108608
111100001000,11.1695841108608
111101000000,11.1695841108608
101000000000,11.190019843777478
111110000001,11.201504169791676
100111111110,11.215541191062432
110011111110,11.215541191062432
111111100110,11.215541191062432
111111110010,11.215541191062432
110111111000,11.24235625276443
111011111000,11.24235625276443
111110111000,11.24235625276443
111111011000,11.24235625276443
100011111000,11.265789584174682
110001111000,11.265789584174682
111100011000,11.265789584174682
111110001000,11.265789584174682
100000011110,11.267077860980994
111100000010,11.267077860980994
100000011111,11.27067708633815
110000001111,11.27067708633815
111000000111,11.27067708633815
111100000011,11.27067708633815
100000000010,11.287513593897671
101111111110,11.287513593897671
111111111010,11.287513593897671
111110000011,11.303369312654995
110001111110,11.339850002884624
111111000110,11.339850002884624
100110000000,11.410528691302819
101100000000,11.410528691302819
110010000000,11.410528691302819
110100000000,11.410528691302819
110111111100,11.451380774275574
111011111100,11.451380774275574
111101111100,11.451380774275574
111110111100,11.451380774275574
111111011100,11.451380774275574
111111101100,11.451380774275574
100111111100,11.49235625276443
111001111100,11.49235625276443
111110011100,11.49235625276443
111111100100,11.49235625276443
100000111100,11.502917444194134
100011110000,11.502917444194134
100111100000,11.502917444194134
110000011100,11.502917444194134
110000111000,11.502917444194134
110111000000,11.502917444194134
111000001100,11.502917444194134
111000011000,11.502917444194134
111011000000,11.502917444194134
111100000100,11.502917444194134
111100010000,11.502917444194134
111100100000,11.502917444194134
100000000110,11.50802244142301
110000000010,11.50802244142301
111001111110,11.548874524395766
111100111110,11.548874524395766
111110011110,11.548874524395766
111111001110,11.548874524395766
111111000001,11.567529729441855
100011100000,11.575689586097766
101110000000,11.575689586097766
110000001100,11.575689586097766
110000011000,11.575689586097766
110001100000,11.575689586097766
110110000000,11.575689586097766
111000100000,11.575689586097766
111010000000,11.575689586097766
110000001110,11.600411194314326
111000000110,11.600411194314326
100000111111,11.63670264598833
110000011111,11.63670264598833
111000001111,11.63670264598833
111100000111,11.63670264598833
100000000100,11.649167760804723
100000001000,11.649167760804723
100000010000,11.649167760804723
100001000000,11.649167760804723
100010000000,11.649167760804723
100100000000,11.649167760804723
100000001110,11.673183336217958
110000000110,11.673183336217958
111000000010,11.673183336217958
100000001100,11.743862024636151
100000011000,11.743862024636151
100000110000,11.743862024636151
100001100000,11.743862024636151
100011000000,11.743862024636151
110000000100,11.743862024636151
110000001000,11.743862024636151
110000010000,11.743862024636151
110000100000,11.743862024636151
110001000000,11.743862024636151
110111111110,11.746661510924916
111011111110,11.746661510924916
111101111110,11.746661510924916
111111011110,11.746661510924916
111111101110,11.746661510924916
111111110110,11.746661510924916
100010001010,11.811529169310905
101011101110,11.811529169310905
111011101010,11.811529169310905
111100000001,11.83580314184799
111100001111,11.840492869392584
100000001111,11.904976058394464
110000000111,11.904976058394464
111000000011,11.904976058394464
100000011100,11.909022919431099
100000111000,11.909022919431099
100111000000,11.909022919431099
111000000100,11.909022919431099
111000001000,11.909022919431099
111001000000,11.909022919431099
111100001010,12.006516669551292
111111100001,12.104653286179444
100001110000,12.159022919431099
111000010000,12.159022919431099
101010001000,12.172368752524047
100001111111,12.173826202725918
110000111111,12.173826202725918
111000011111,12.173826202725918
111110000111,12.173826202725918
111111000011,12.173826202725918
110000001010,12.213452108456519
111000111111,12.267418751562504
111000001010,12.301216683574753
111000000001,12.381344952365339
100000000111,12.450517868911813
110000000011,12.450517868911813
111111001010,12.490143774642414
111111110001,12.531579168349364
110011111111,12.545659430836785
111010001000,12.577908349760648
100011111111,12.600752084895838
110001111111,12.600752084895838
111100011111,12.600752084895838
111110001111,12.600752084895838
111111000111,12.600752084895838
111111100011,12.600752084895838
111100110110,12.697662524281837
111111111101,12.740905290712359
101000010000,12.781579168349364
111110001010,12.78542709940007
100000000001,12.809819847623645
111111111001,12.809819847623645
101111111111,12.810078207258833
100010100010,12.811529169310905
100100110110,12.811529169310905
101110101110,12.811529169310905
110011001010,12.811529169310905
111010111010,12.811529169310905
110011101110,12.823477107975748
110000000001,12.824060418709943
100111111111,12.87899276417012
111001111111,12.87899276417012
111100111111,12.87899276417012
111110011111,12.87899276417012
111111001111,12.87899276417012
111111100111,12.87899276417012
111111110011,12.87899276417012
101011000000,12.880118775123186
100000000011,12.893233335256417
100011001100,12.911241683093982
110000100100,12.949291691669659
110010001000,12.949291691669659
101011100000,12.967883350241419
110011001000,12.967883350241419
101011110000,13.006516669551292
101010110110,13.019750555285508
101100011000,13.037056266787893
111000100100,13.037056266787893
100100110000,13.087637524762606
100000110110,13.093697933935331
100010001110,13.106229183334367
100000001010,13.110799506063422
111111101010,13.110799506063422
100011101110,13.118760432733405
111000110110,13.118760432733405
110111111111,13.143411540592167
111011111111,13.143411540592167
111101111111,13.143411540592167
111110111111,13.143411540592167
111111011111,13.143411540592167
111111101111,13.143411540592167
111111110111,13.143411540592167
111111111011,13.143411540592167
101011111100,13.15681044130908
101000101000,13.172368752524047
110110100000,13.175402099880841
111100100100,13.311529169310905
100000100100,13.32243125132212
101010100100,13.355590138498652
101010000000,13.362428673451245
101111011110,13.379072918469557
101011001100,13.379887502163468
110110100100,13.379887502163468
111011001100,13.3954520989193
111110100100,13.3954520989193
101010100000,13.41836196863713
100100101010,13.41975055528551
110110101010,13.41975055528551
110010101010,13.419892726376293
101011111000,13.452093766066739
111000101010,13.496178126382215
101110011100,13.521266682613211
100010001100,13.54678544178985
110000110110,13.547368752524047
110000101010,13.554972422609897
100000101010,13.60081821947848
111110101010,13.60081821947848
100100111000,13.634550016908086
111011101000,13.659612515706158
110110110000,13.79899791991187
100110100110,13.811529169310905
110010110010,13.811529169310905
110110111100,13.823477107975748
111011101100,13.823477107975748
110011001111,13.823805337351295
111110110110,13.919925001442312
100100111110,14.049587516186932
111100101010,14.063788010123508
110110111000,14.118760432733403
101011111110,14.167441173210861
100100100000,14.171554168830134
100010001111,14.263905335428213
110100100100,14.27038596433666
110001100010,14.27615418477668
101010101000,14.32442292202227
101010101111,14.340749238926414
100100111100,14.368170836458344
101100101100,14.379887502163468
110100110100,14.379887502163468
100110110110,14.397121343456842
110011001110,14.427031267268664
100001000010,14.435714585616996
111101111010,14.435714585616996
100100100110,14.473268256664385
100100111111,14.490472004017963
111001110011,14.490472004017963
101010110000,14.54244117321086
101011111111,14.563950178724923
101010111110,14.60081821947848
110001100011,14.663905335428215
111001110010,14.760364600602
101010111111,14.775339142565471
101010111000,14.816980210316512
100010101010,14.832181386743837
111010101010,14.832181386743837
101010101100,14.9235395001007
110110111110,14.97656666858975
101010101011,14.979143701334921
101010111100,15.05125676072447
100001000011,15.157138670684631
110110111111,15.230616845391587
111011101111,15.230616845391587
111101111011,15.230616845391587
100100100111,15.402782893647206
110110110100,15.510404677751715
101010101110,15.760952624698781
110110110111,15.775339142565471
111010001110,17.15033960108277
100011101000,17.19445001883117
101111000010,17.208020839342968
110111100110,17.314204193352356
100001010000,17.398120837419885
101100000010,17.414956278248194
101110000010,17.50272085336643
110010001100,17.5277833521645
100011001000,17.56583336074018
100110000100,17.56583336074018
100111000100,17.653597935858414
110001011000,17.653597935858414
101111110010,17.69164794443409
110100000110,17.710239603005853
101000000010,17.727341175133944
101111111010,17.727341175133944
100111100100,17.928070838381426
100100000100,17.93897292039264
101111100010,17.986931269191746
111101011110,17.99561458754008
100111110100,18.01199376798982
110011101100,18.01199376798982
111011001110,18.024981277767424
101000010100,18.047368752524047
101001010000,18.047368752524047
111010100010,18.059900001923083
111001011100,18.13780835168373
110110000110,18.16391042159457
110111000110,18.320264602525082
100101001000,18.364057840839067
101101000000,18.44001877704627
110101000000,18.44001877704627
100110010010,18.475712007746118
100110011000,18.5277833521645
101110100000,18.5277833521645
110010011000,18.5277833521645
111010100000,18.5277833521645
110101000010,18.53373179742961
110111110110,18.536466670512834
101101010000,18.544884924292596
101111010000,18.566416671474375
111101010000,18.566416671474375
111101000010,18.623058338621814
100001010010,18.64486250264424
100101000010,18.64486250264424
101000010010,18.64486250264424
101001000010,18.64486250264424
101101011110,18.64486250264424
101101111010,18.64486250264424
101111010110,18.64486250264424
101111011010,18.64486250264424
110101111010,18.64486250264424
111101011010,18.64486250264424
100110010000,18.64753752668569
110010010000,18.64753752668569
100011100010,18.66612918525745
101001011000,18.670408385985013
101100101000,18.670408385985013
101101011000,18.694947423090667
110101101000,18.694947423090667
101111110100,18.716710443232163
111111010100,18.716710443232163
101101100000,18.735302101803924
110101100000,18.735302101803924
101000100010,18.76140417171476
101110111010,18.76140417171476
111010101110,18.76140417171476
100101100100,18.794070340598683
101110101000,18.819423961398247
110010010100,18.834107839877525
101000111010,18.84993750120193
100010110010,18.85286463682636
100101100010,18.85286463682636
101100010010,18.85286463682636
101100100010,18.85286463682636
110001010010,18.85286463682636
100101001100,18.85779221613955
100110010100,18.85779221613955
101001100100,18.85779221613955
101000011010,18.90873179742961
100010111010,18.913659376742793
101000101110,18.913659376742793
101110100010,18.913659376742793
110110010110,18.920805719718864
100101100000,18.94001877704627
100110100000,18.94001877704627
101001100000,18.94001877704627
101100100000,18.94001877704627
110010100000,18.94001877704627
110100100000,18.94001877704627
101101100110,18.96084321899771
100100010010,18.96155159095926
101101110110,18.96155159095926
110101101110,18.96155159095926
110101110110,18.96155159095926
110111010110,18.96155159095926
110111011010,18.96155159095926
111011010110,18.96155159095926
100001011010,18.972453672970474
101000010110,18.972453672970474
101101000010,18.972453672970474
110011010110,18.984527595259735
110101100110,18.984527595259735
110110011010,18.984527595259735
100010100011,18.988084695548423
101000101100,19.00374171931835
101100010100,19.00374171931835
101111101000,19.01199376798982
111110101000,19.01199376798982
100110110000,19.0277833521645
101100110000,19.0277833521645
110010110000,19.0277833521645
110011010000,19.0277833521645
110100110000,19.0277833521645
110110010000,19.0277833521645
111001010010,19.042441173210857
100101001110,19.04244117321086
100101110010,19.04244117321086
100111010010,19.04244117321086
101001110010,19.04244117321086
101110010010,19.04244117321086
111101010010,19.04254738494322
101111010100,19.053700511806205
110100110111,19.067308809292363
101000110010,19.10286463682636
101001100010,19.10286463682636
100011000100,19.106685443712934
110001000100,19.106685443712934
110010011001,19.11691216168407
100010101000,19.1222437549279
110000010110,19.125277102284695
110000011010,19.125277102284695
100101001010,19.1328805062399
110101101010,19.1328805062399
111000101110,19.15033960108277
111000111010,19.15033960108277
111011100010,19.15033960108277
110011011000,19.15137917219553
110110011000,19.15137917219553
101000001011,19.194139853746677
100010111000,19.19445001883117
100111001000,19.19445001883117
101000111000,19.19445001883117
101110001000,19.19445001883117
111000101000,19.19445001883117
111001001000,19.19445001883117
101100101111,19.201286786822127
100001011110,19.208020839342968
100001111010,19.208020839342968
101000011110,19.208020839342968
101110111000,19.21951251762924
111010111000,19.21951251762924
101000010111,19.23277317305655
100011000110,19.251091685978608
111000100010,19.251091685978608
110010100010,19.267902136105207
100000101100,19.2733521103796
100000110100,19.2733521103796
100001011000,19.2733521103796
100001101000,19.2733521103796
100010110000,19.2733521103796
100011010000,19.2733521103796
101000001100,19.2733521103796
101000011000,19.2733521103796
101000110000,19.2733521103796
101100000100,19.2733521103796
101100001000,19.2733521103796
101100010000,19.2733521103796
110000010100,19.2733521103796
110000101000,19.2733521103796
110001010000,19.2733521103796
110100000100,19.2733521103796
110100001000,19.2733521103796
110100010000,19.2733521103796
100011001110,19.289725005288478
100011100110,19.289725005288478
100110001110,19.289725005288478
100111000110,19.289725005288478
110001001110,19.289725005288478
110001110010,19.289725005288478
110010001110,19.289725005288478
110011100010,19.289725005288478
111000100110,19.289725005288478
111000110010,19.289725005288478
111001000110,19.289725005288478
111001100010,19.289725005288478
110011011001,19.301049972691274
110011011110,19.314204193352356
110011110110,19.314204193352356
110110011110,19.314204193352356
100010010100,19.322391174172402
100100010100,19.322391174172402
100101000100,19.322391174172402
101001000100,19.322391174172402
100000100110,19.32999377752704
100000110010,19.32999377752704
100100000110,19.32999377752704
100110000010,19.32999377752704
110000010010,19.32999377752704
110010000010,19.32999377752704
100001011100,19.361116685497837
100001110100,19.361116685497837
100101110000,19.361116685497837
100111010000,19.361116685497837
101000011100,19.361116685497837
101001110000,19.361116685497837
101110000100,19.361116685497837
101110010000,19.361116685497837
111000010100,19.361116685497837
111001010000,19.361116685497837
111010000100,19.361116685497837
111010010000,19.361116685497837
100110100111,19.36259213405002
101001011111,19.38306694481434
110111011100,19.38337710989883
110111101100,19.38337710989883
111011011100,19.38337710989883
111101101100,19.38337710989883
101100001011,19.38432634839767
100010111100,19.399750004807707
100011110100,19.399750004807707
100101111000,19.399750004807707
