00000,0.0
11111,0.0
11100,4.928214902774172
11000,5.328214902774172
11110,6.426911142171429
10100,11.041344853728564
10010,11.470116091683508
10110,11.470116091683508
11010,11.470116091683508
11001,12.06440361904286
10111,12.372224049196895
10001,12.46440361904286
10011,12.602299047754583
11101,12.634328620485173
11011,13.172224049196895
10101,13.411767712093038
00011,18.33998261486721
00111,18.73998261486721
01111,18.90990761630952
10000,18.90990761630952
00001,19.838678854264465
01011,24.453112565821602
00101,24.881883803776546
01001,24.881883803776546
01101,24.881883803776546
00110,25.476171331135898
01000,25.783991761289933
01110,25.8761713311359
01100,26.014066759847623
00010,26.04609633257821
00100,26.583991761289933
01010,26.823535424186076
